,CountryCode,IataCode,CityCode,CityName,AirportName
1947,IN,DHM,DHM,Dharamshala,Dharamsala airport
1948,DO,POP,POP,Puerto Plata,Gregorio Luperón International
1949,CL,CPO,CPO,Copiapó,Chamonate
1950,EG,RMF,RMF,Marsa Alam,Marsa Alam International
1951,CN,WUA,WUA,Wuhai,Wuhai
1952,RU,ONK,ONK,Olenyok,Olenyok
1953,TR,NOP,NOP,Sinop,Sinop
1954,US,LWS,LWS,Lewiston,Lewiston–Nez Perce County
1955,RU,ASF,ASF,Astrakhan,Narimanovo
1956,ID,KOE,KOE,Kupang,El Tari International
1957,NG,AKR,AKR,Akure,Akure
1958,US,FNT,FNT,Flint,Bishop International
1959,CM,NSI,YAO,Yaoundé,Yaoundé Nsimalen International
1960,RU,HTA,HTA,Chita,Kadala
1961,HN,PEU,PEU,Puerto Lempira,Puerto Lempira
1962,BR,OAL,OAL,Cacoal,Cacoal
1963,TW,CYI,CYI,Chiayi,Chiayi
1964,FJ,KDV,KDV,Kadavu Island,Vunisea
1965,CW,CUR,CUR,Willemstad,Curaçao International
1966,CA,YOJ,YOJ,High Level,High Level
1967,AU,MYA,MYA,Moruya,Moruya
1968,CL,ZOS,ZOS,Osorno,Cañal Bajo Carlos Hott Siebert
1969,DE,DTM,DTM,Dortmund,Dortmund
1970,CA,YWG,YWG,Winnipeg,Winnipeg James Armstrong Richardson International
1971,KE,KEU,MRE,Maasai Mara,Maasai Mara Keekorok
1972,US,AZA,PHX,Phoenix,Phoenix–Mesa Gateway
1973,PF,AAA,AAA,Anaa,Anaa
1974,US,MCK,MCK,McCook,McCook Ben Nelson Regional
1975,CN,YTY,YTY,Yangzhou,Yangzhou Taizhou International
1976,IS,RKV,REK,Reykjavik,Reykjavík
1977,PH,PAG,PAG,Pagadian,Pagadian
1978,CA,ZAC,ZAC,York Factory First Nation,York Landing
1979,FR,BES,BES,Brest,Brest Bretagne
1980,AU,KUG,KUG,Moa Island,Kubin Island
1981,ET,ASO,ASO,Asosa,Asosa
1982,BO,CIJ,CIJ,Cobija,Captain Aníbal Arab
1983,JP,RNJ,RNJ,Yoron,Yoron
1984,ZZ,DEE,DEE,Yuzhno-Kurilsk,Yuzhno-Kurilsk Mendeleyevo
1985,CN,WUT,WUT,Xinzhou,Xinzhou Wutaishan
1986,US,KOA,KOA,Kailua,Kona International
1987,AU,TMW,TMW,Tamworth,Tamworth
1988,KH,REP,REP,Siem Reap,Siem Reap International
1989,KE,HBY,HBY,Homa Bay,Homa Bay Airport
1990,CA,KIF,KIF,Kingfisher Lake,Kingfisher Lake
1991,FI,KOK,KOK,Kokkola,Kokkola-Pietarsaari
1992,AR,CRD,CRD,Comodoro Rivadavia,General Enrique Mosconi International
1993,CA,YQQ,YQQ,Comox,CFB Comox
1994,ID,LAH,LAH,Labuha,Oesman Sadik
1995,JP,KIX,OSA,Osaka,Kansai International
1996,MG,NOS,NOS,Nosy Be,Fascene
1997,MA,OZG,OZG,Zagora,Zagora
1998,ES,SVQ,SVQ,Seville,Seville
1999,AR,MDZ,MDZ,Mendoza,Governor Francisco Gabrielli International
2000,CA,YCR,YCR,"Cross Lake, Manitoba",Cross Lake (Charlie Sinclair Memorial)
2001,IN,MAA,MAA,Chennai,Chennai International
2002,CN,DLU,DLU,Dali,Dali
2003,MA,GLN,GLN,Guelmim,Guelmim
2004,KZ,KOV,KOV,Kokshetau,Kokshetau
2005,RU,MCX,MCX,Makhachkala,Uytash
2006,MM,VBA,VBA,Ann,Ann
2007,US,VEL,VEL,Vernal,Vernal Regional
2008,PH,BXU,BXU,Butuan,Bancasi
2009,TH,NNT,NNT,Nan Province,Nan Nakhon
2010,DZ,HME,HME,Hassi Messaoud,Oued Irara–Krim Belkacem
2011,CL,PNT,PNT,Puerto Natales,Teniente Julio Gallardo
2012,CN,WDS,WDS,Shiyan,Shiyan Wudangshan
2013,CN,HLH,HLH,Ulan Hot,Ulanhot
2014,US,MSP,MSP,Minneapolis,Minneapolis–Saint Paul International
2015,MZ,MPM,MPM,Maputo,Maputo International
2016,FO,FAE,FAE,Sørvágur,Vágar
2017,ID,MOH,MOH,Bungku,Maleo Airport
2018,CL,CCP,CCP,Concepción,Carriel Sur International
2019,CN,NLT,NLT,Xinyuan County,Xinyuan Nalati
2020,AO,LAD,LAD,Luanda,Quatro de Fevereiro
2021,CN,YCU,YCU,Yuncheng,Yuncheng Guangong
2022,ZM,LVI,LVI,Livingstone,Harry Mwanga Nkumbula International
2023,US,ATY,ATY,Watertown,Watertown Regional
2024,CR,DRK,DRK,Bahía Drake,Drake Bay
2025,CA,ZGI,ZGI,Manto Sipi Cree Nation,Gods River
2026,US,BOI,BOI,Boise,Boise
2027,SA,TIF,TIF,Ta if,Ta if Regional
2028,IL,TLV,TLV,Tel Aviv,Ben Gurion
2029,CO,MZL,MZL,Manizales,La Nubia
2030,CA,YBG,YBG,Saguenay,CFB Bagotville
2031,TJ,LBD,LBD,Khujand,Khujand
2032,CN,BHY,BHY,Beihai,Beihai Fucheng
2033,PG,TIZ,TIZ,Tari,Tari
2034,CN,KHG,KHG,Kashgar,Kashi
2035,MX,UPN,UPN,Uruapan,Uruapan International
2036,US,GLV,GLV,Golovin,Golovin
2037,CO,TCO,TCO,Tumaco,La Florida
2038,RU,RZH,RZH,Preobrazheniye,Preobrazheniye
2039,NP,RHP,RHP,Ramechhap,Ramechhap Airport
2040,FR,AJA,AJA,Ajaccio,Ajaccio Napoleon Bonaparte
2041,KZ,PWQ,PWQ,Pavlodar,Pavlodar
2042,DE,STR,STR,Stuttgart,Stuttgart
2043,ZM,SLI,SLI,Solwezi,Solwezi
2044,TM,ASB,ASB,Ashgabat,Ashgabat International
2045,CN,HNY,HNY,Hengyang,Hengyang Nanyue
2046,CN,SJW,SJW,Shijiazhuang,Shijiazhuang Zhengding International
2047,US,ABY,ABY,Albany,Southwest Georgia Regional
2048,FM,YAP,YAP,Yap,Yap International
2049,US,BLD,LAS,Las Vegas,Boulder City Municipal
2050,DZ,BMW,BMW,Bordj Badji Mokhtar,Bordj Mokhtar
2051,US,ATL,ATL,Atlanta,Hartsfield–Jackson Atlanta International
2052,US,RIC,RIC,Richmond,Richmond International
2053,US,EAU,EAU,Eau Claire,Chippewa Valley Regional
2054,US,TUL,TUL,Tulsa,Tulsa International
2055,AU,ABX,ABX,Albury,Albury
2056,US,GRK,ILE,Killeen,Killeen–Fort Hood Regional
2057,US,SJU,SJU,San Juan,Luis Muñoz Marín International
2058,US,GGG,GGG,Longview,East Texas Regional
2059,CN,CGD,CGD,Changde,Changde Taohuayuan
2060,KY,GCM,GCM,Grand Cayman,Owen Roberts International
2061,CN,HLD,HLD,Hailar,Hulunbuir Hailar
2062,US,SFB,ORL,Orlando,Orlando Sanford International
2063,CN,JNG,JNG,Jining,Jining Qufu
2064,AU,BEU,BEU,Bedourie,Bedourie
2065,US,MKK,MKK,Hoʻolehua,Molokai
2066,US,SDF,SDF,Louisville,Louisville International
2067,DZ,TMX,TMX,Timimoun,Timimoun
2068,IN,VGA,VGA,Vijayawada,Vijayawada
2069,VU,SWJ,SWJ,South West Bay,South West Bay
2070,CH,GVA,GVA,Geneva,Geneva
2071,US,SFO,SFO,San Francisco,San Francisco International
2072,NO,HOV,HOV,Volda,"Ørsta–Volda Airport, Hovden"
2073,RU,SLY,SLY,Salekhard,Salekhard
2074,DE,HHN,FRA,Frankfurt,Frankfurt–Hahn
2075,LU,LUX,LUX,Luxembourg City,Luxembourg
2076,IN,RPR,RPR,Raipur,Swami Vivekananda
2077,TZ,TBO,TBO,Tabora,Tabora
2078,NO,BJF,BJF,Båtsfjord,Båtsfjord
2079,CA,YAZ,YAZ,Tofino,Tofino/Long Beach
2080,US,GTF,GTF,Great Falls,Great Falls International
2081,JP,UEO,UEO,Kume Island,Kumejima
2082,AU,AYQ,AYQ,Uluru,Ayers Rock
2083,BO,ORU,ORU,Oruro,Juan Mendoza
2084,UY,MVD,MVD,Montevideo,Carrasco International
2085,US,RHI,RHI,Rhinelander,Rhinelander–Oneida County
2086,GB,BRS,BRS,Bristol,Bristol
2087,CN,XUZ,XUZ,Xuzhou,Xuzhou Guanyin International
2088,US,LNS,LNS,Lancaster,Lancaster
2089,MV,MLE,MLE,Malé,Velana International
2090,CN,DDG,DDG,Dandong,Dandong Langtou
2091,RU,DYR,DYR,Anadyr,Ugolny
2092,ES,CDT,CDT,Castellón de la Plana,Castellón–Costa Azahar
2093,US,EYW,EYW,Key West,Key West International
2094,MX,MEX,MEX,Mexico City,Mexico City International
2095,FJ,NAN,NAN,Nadi,Nadi International
2096,NP,DHI,DHI,Dhangadhi,Dhangadhi
2097,JP,TJH,TJH, Hyogo Prefecture,Toyooka
2098,US,YUM,YUM,Yuma,Yuma International
2099,KR,WJU,WJU,Wonju,Wonju
2100,MY,KUL,KUL,Kuala Lumpur,Kuala Lumpur International
2101,AF,FBD,FBD,"Fayzabad, Badakhshan",Fayzabad
2102,CN,JGD,JGD,Jiagedaqi District,Jiagedaqi
2103,US,TTN,TTN,Trenton,Trenton–Mercer
2104,AZ,KVD,KVD,Ganja,Ganja International
2105,ID,TIM,TIM,Timika,Mozes Kilangin International
2106,PE,JUL,JUL,Juliaca,Inca Manco Cápac International
2107,MM,KET,KET,Kengtung,Kengtung
2108,IT,VBS,BRZ,Brescia,Brescia / Montichiari Airport
2109,GT,FRS,FRS,Flores,Mundo Maya International
2110,CN,WNZ,WNZ,Wenzhou,Wenzhou Longwan International
2111,AR,LUQ,LUQ,San Luis,Brigadier Mayor César Raúl Ojeda
2112,US,ESC,ESC,Escanaba,Delta County
2113,DZ,TMR,TMR,Tamanrasset,Aguenar – Hadj Bey Akhamok
2114,US,STT,STT,Saint Thomas,Cyril E. King
2115,RU,EDN,EDN,Yedinka,Yedinka
2116,IN,COK,COK,Kochi,Cochin International
2117,CN,JMU,JMU,Jiamusi,Jiamusi Dongjiao
2118,DE,FKB,FKB,Karlsruhe,Karlsruhe/Baden-Baden
2119,CN,URC,URC,Ürümqi,Ürümqi Diwopu International
2120,FJ,LKB,LKB,Lakeba,Lakeba
2121,US,LBF,LBF,North Platte,North Platte Regional
2122,ID,RAQ,RAQ,Raha,Sugimanuru
2123,SI,LJU,LJU,Ljubljana,Ljubljana Jože Pučnik
2124,VU,VLI,VLI,Port Vila,Bauerfield International
2125,CA,YAG,YAG,Fort Frances,Fort Frances Municipal
2126,US,EVV,EVV,Evansville,Evansville Regional
2127,BR,CPV,CPV,Campina Grande,Campina Grande
2128,NO,RRS,RRS,Røros,Røros
2129,CA,YXS,YXS,Prince George,Prince George
2130,BW,MUB,MUB,Maun,Maun
2131,RU,SVO,MOW,Moscow,Sheremetyevo International
2132,CA,YNO,YNO,North Spirit Lake,North Spirit Lake
2133,MY,TGG,TGG,Kuala Terengganu,Sultan Mahmud
2134,VN,VCL,VCL,Chu Lai,Chu Lai International
2135,US,ORH,ORH,Worcester,Worcester Regional
2136,CO,CTG,CTG,Cartagena,Rafael Núñez International
2137,US,CCR,CCR,Concord,Buchanan Field
2138,TZ,MFA,MFA,Mafia Island,Mafia
2139,US,CLT,CLT,Charlotte,Charlotte Douglas International
2140,DE,LBC,LBC,Lubeck,Lubeck Blankensee Airport
2141,US,SAF,SAF,Santa Fe,Santa Fe Municipal
2142,CN,TYN,TYN,Taiyuan,Taiyuan Wusu International
2143,BR,MGF,MGF,Maringá,Maringá Regional
2144,AU,DGE,DGE,Mudgee,Mudgee
2145,PF,XMH,XMH,Manihi,Manihi
2146,MA,AHU,AHU,Al Hoceima,Cherif Al Idrissi
2147,NZ,GIS,GIS,Gisborne,Gisborne
2148,US,ITO,ITO,Hilo,Hilo International
2149,JP,FSZ,FSZ,Shizuoka,Shizuoka
2150,CA,ZSJ,ZSJ,Sandy Lake,Sandy Lake
2151,NP,BWA,BWA,Siddharthanagar,Gautam Buddha
2152,AF,HEA,HEA,Herat,Herat International
2153,SE,VST,STO,Stockholm,Stockholm Västerås
2154,LK,TRR,TRR,Trincomalee,China Bay
2155,US,RIW,RIW,Riverton,Riverton Regional
2156,US,EAT,EAT,Wenatchee,Pangborn Memorial
2157,MN,LTI,LTI,Altay,Altai
2158,BR,REC,REC,Recife,Recife/Guararapes–Gilberto Freyre International
2159,PH,LAO,LAO,Laoag,Laoag International
2160,TH,HHQ,HHQ,Hua Hin District,Hua Hin
2161,TZ,BKZ,BKZ,Bukoba,Bukoba
2162,CN,ZAT,ZAT,Zhaotong,Zhaotong
2163,ME,TIV,TIV,Tivat,Tivat
2164,NG,QOW,QOW,Owerri,Sam Mbakwe
2165,US,LNK,LNK,Lincoln,Lincoln
2166,CN,YKH,YKH,Yingkou,Yingkou Lanqi
2167,CR,FON,FON,"La Fortuna, San Carlos",Fortuna Arenal
2168,BR,CMG,CMG,Corumbá,Corumbá International
2169,GB,SEN,LON,London,London Southend
2170,ES,ZAZ,ZAZ,Zaragoza,Zaragoza
2171,PE,TYL,TYL,Talara,Capitán FAP Víctor Montes Arias International
2172,CA,YYE,YYE,Fort Nelson,Fort Nelson
2173,GR,JNX,JNX,Naxos,Naxos Island National
2174,SE,BLE,BLE,Borlänge,Dala
2175,VU,CCV,CCV,Craig Cove,Craig Cove
2176,AT,KLU,KLU,Klagenfurt,Klagenfurt
2177,AU,PQQ,PQQ,Port Macquarie,Port Macquarie
2178,US,SHH,SHH,Shishmaref,Shishmaref
2179,JP,SDJ,SDJ,Sendai,Sendai
2180,PK,LHE,LHE,Lahore,Allama Iqbal International
2181,VN,HUI,HUI,Hue,Phu Bai International
2182,TR,AJI,AJI,Ağrı,Ağrı
2183,US,GUM,GUM,Hagåtña,Antonio B. Won Pat International
2184,ID,TXE,TXE,Takengon,Takengon Rembele
2185,OM,OHS,OHS,Sohar,Sohar
2186,GB,WIC,WIC,Wick,Wick
2187,ZA,PBZ,PBZ,Plettenberg Bay,Plettenberg Bay
2188,CN,HFE,HFE,Hefei,Hefei Xinqiao International
2189,BR,RAO,RAO,Ribeirão Preto,Leite Lopes
2190,CA,YLC,YLC,Kimmirut,Kimmirut
2191,MX,BJX,BJX,León,Del Bajío International
2192,US,ABI,ABI,Abilene,Abilene Regional
2193,CA,CXH,YVR,Vancouver,Vancouver Harbour Flight Centre
2194,LK,JAF,JAF,Jaffna,Kankesanturai Airport
2195,US,MCO,ORL,Orlando,Orlando International
2196,US,ALW,ALW,Walla Walla,Walla Walla Regional
2197,PH,DPL,DPL,Dipolog,Dipolog
2198,US,PIA,PIA,Peoria,General Wayne A. Downing Peoria International
2199,MY,LDU,LDU,Lahad Datu,Lahad Datu
2200,US,ATW,ATW,Appleton,Appleton International
2201,BS,FPO,FPO,Freeport,Grand Bahama International
2202,NZ,WAG,WAG,Whanganui,Whanganui Airport
2203,CN,GYS,GYS,Guangyuan,Guangyuan Panlong
2204,PE,TBP,TBP,Tumbes,Cap. FAP Pedro Canga Rodríguez
2205,CA,YQC,YQC,Quaqtaq,Quaqtaq
2206,CZ,PRG,PRG,Prague,Václav Havel Airport Prague
2207,US,PDT,PDT,Pendleton,Eastern Oregon Regional
2208,JP,NRT,TYO,Tokyo,Narita International
2209,MX,LOV,LOV,Monclova,Monclova International
2210,US,KTN,KTN,Ketchikan,Ketchikan International
2211,IN,IXR,IXR,Ranchi,Birsa Munda
2212,US,JFK,NYC,New York,John F. Kennedy International
2213,TW,TTT,TTT,Taitung County,Taitung
2214,RU,IJK,IJK,Izhevsk,Izhevsk
2215,AU,WNR,WNR,Windorah,Windorah
2216,BR,VAL,VAL,"Valença, Bahia",Valença
2217,US,IMT,IMT,Iron Mountain,Ford
2218,PE,AYP,AYP,Ayacucho,Coronel FAP Alfredo Mendívil Duarte
2219,PF,GMR,GMR,Totegegie,Totegegie
2220,RU,THX,THX,Turukhansk,Turukhansk
2221,US,SGU,SGU,St. George,St. George Regional
2222,CA,YUX,YUX,Hall Beach,Hall Beach
2223,RU,PKC,PKC,Petropavlovsk-Kamchatsky,Petropavlovsk-Kamchatsky
2224,US,MSS,MSS,Massena,Massena International
2225,VU,TGH,TGH,Tongoa,Tongoa
2226,GL,JFR,JFR,Paamiut,Paamiut
2227,BR,LAJ,LAJ,Lages,Lages
2228,US,MQT,MQT,Marquette,Sawyer International
2229,MG,MOQ,MOQ,Morondava,Morondava
2230,AR,AFA,AFA,San Rafael,San Rafael Airport
2231,IT,LMP,LMP,Lampedusa,Lampedusa
2232,GB,BDA,BDA,Bermuda,L.F. Wade International
2233,US,RSW,FMY,Fort Myers,Southwest Florida International
2234,US,EXI,EXI,Excursion Inlet,Excursion Inlet Seaplane Base
2235,US,TBN,TBN,Fort Leonard Wood,Waynesville-St. Robert Regional
2236,US,FAY,FAY,Fayetteville,Fayetteville Regional
2237,AU,MGT,MGT,Milingimbi Island,Milingimbi
2238,IN,VTZ,VTZ,Visakhapatnam,Visakhapatnam
2239,BS,CRI,CRI,Crooked Island,Colonel Hill
2240,IN,IXC,IXC,Chandigarh,Chandigarh International
2241,CN,KWE,KWE,Guiyang,Guiyang Longdongbao International
2242,US,COS,COS,Colorado Springs,Colorado Springs
2243,RU,KCK,KCK,Kirensk,Kirensk
2244,US,OGD,OGD,Ogden,Ogden-Hinckley
2245,TW,HUN,HUN,Hualien County,Hualien
2246,UA,IEV,IEV,Kyiv,Kyiv International Airport (Zhuliany)
2247,MU,MRU,MRU,Mauritius Island,Sir Seewoosagur Ramgoolam International
2248,RU,UFA,UFA,Ufa,Ufa International
2249,FR,BIA,BIA,Bastia,Bastia – Poretta
2250,GH,KMS,KMS,Kumasi,Kumasi
2251,NO,KSU,KSU,Kristiansund,"Kristiansund Airport, Kvernberget"
2252,BZ,CZH,CZH,Corozal Town,Corozal
2253,TW,KHH,KHH,Kaohsiung,Kaohsiung International
2254,PE,TGI,TGI,Tingo María,Tingo María
2255,RO,OTP,BUH,Bucharest,Henri Coandă International
2256,GR,CHQ,CHQ,Chania,Chania International
2257,US,OKC,OKC,Oklahoma City,Will Rogers World
2258,CN,GOQ,GOQ,Golmud,Golmud
2259,DE,FDH,FDH,Friedrichshafen,Friedrichshafen
2260,ID,TTE,TTE,Ternate City,Babullah
2261,CF,BGF,BGF,Bangui,Bangui M Poko International
2262,ID,ENE,ENE,Ende,H. Hasan Aroeboesman
2263,BE,ANR,BRU,Brussels,Antwerp International
2264,ES,SLM,SLM,Salamanca,Salamanca
2265,RU,IGT,IGT,Nazran,Nazran
2266,CA,YTZ,YTO,Toronto,Billy Bishop Toronto City
2267,PH,MNL,MNL,Manila,Ninoy Aquino International
2268,JP,MMJ,MMJ,Matsumoto,Matsumoto
2269,AR,BRC,BRC,Bariloche,San Carlos de Bariloche
2270,CA,YHR,YHR,"Chevery, Quebec",Chevery
2271,PK,BHV,BHV,Bahawalpur,Bahawalpur
2272,EC,LGQ,LGQ,Lago Agrio Canton,Lago Agrio
2273,IN,PAT,PAT,Patna,Jay Prakash Narayan International
2274,VU,DLY,DLY,Dillons Bay,Dillon's Bay
2275,CA,YHI,YHI,Ulukhaktok,Ulukhaktok/Holman
2276,CN,JIQ,JIQ,Qianjiang District,Qianjiang Wulingshan
2277,US,GDV,GDV,Glendive,Dawson Community
2278,BR,CLV,CLV,Caldas Novas,Caldas Novas
2279,MY,ODN,ODN,Long Seridan,Long Seridan
2280,VN,UIH,UIH,Qui Nhơn,Phu Cat
2281,MX,MLM,MLM,Morelia,Morelia International
2282,MY,LGK,LGK,Langkawi,Langkawi International
2283,US,SWF,NYC,New York,New York Stewart International Airport
2284,CA,YYQ,YYQ,Churchill,Churchill
2285,CN,FUG,FUG,Fuyang,Fuyang Xiguan
2286,RU,OHH,OHH,Okha,Okha
2287,IN,GOP,GOP,Gorakhpur,Mahayogi Gorakhnath
2288,US,KLW,KLW,Klawock,Klawock
2289,CN,NTG,NTG,Nantong,Nantong Xingdong
2290,PT,PRM,PRM,Portimão,Portimão
2291,IN,BHJ,BHJ,Bhuj,Bhuj
2292,CO,MDE,MDE,Medellín,José María Córdova International
2293,MA,OUD,OUD,Oujda,Angads
2294,US,OME,OME,Nome,Nome
2295,RU,MMK,MMK,Murmansk,Murmansk
2296,ID,LLO,LLO,Palopo,Palopo Lagaligo
2297,BR,ITB,ITB,Itaituba,Itaituba
2298,US,GSO,GSO,Greensboro,Piedmont Triad International
2299,PT,FAO,FAO,Faro,Faro
2300,RU,VKO,MOW,Moscow,Vnukovo International
2301,SE,GSE,GOT,Gothenburg,Gothenburg City Airport
2302,BR,PVH,PVH,Porto Velho,Governador Jorge Teixeira de Oliveira International
2303,MM,VBP,VBP,Bokpyin,Bokpyin
2304,GR,KIT,KIT,Kythira,Kithira Island National
2305,US,ALS,ALS,Alamosa,San Luis Valley Regional
2306,PF,MKP,MKP,Makemo,Makemo
2307,AZ,NAJ,NAJ,Nakhchivan,Nakhchivan International
2308,CN,AAT,AAT,Altay Prefecture,Altay
2309,ES,MLN,MLN,Melilla,Melilla
2310,NZ,HLZ,HLZ,Hamilton,Hamilton
2311,US,HPN,HPN,"Westchester County, New York",Westchester County
2312,PT,CAT,CAT,Cascais Municipality,Cascais Tires
2313,CN,LYG,LYG,Lianyungang,Lianyungang Baitabu
2314,US,PLN,PLN,Pellston,Pellston Regional
2315,US,EGE,EGE,Vail,Eagle County Regional
2316,GR,JTY,JTY,Astypalaia,Astypalaia Island National
2317,AU,ZBL,ZBL,Biloela,Thangool
2318,US,LCH,LCH,Lake Charles,Lake Charles Regional
2319,DZ,BSK,BSK,Biskra,Biskra
2320,GB,DSA,DSA,Doncaster,Doncaster Sheffield
2321,IN,BHU,BHU,Bhavnagar,Bhavnagar
2322,MM,PBU,PBU,Putao,Putao
2323,AM,EVN,EVN,Yerevan,Zvartnots International
2324,SE,GEV,GEV,Gällivare,Gällivare
2325,TO,TBU,TBU,Nukuʻalofa,Fuaʻamotu International
2326,AF,MZR,MZR,Mazar-i-Sharif,Mazar-i-Sharif International
2327,SB,RBV,RBV,Ramata Island,Ramata
2328,LK,KDW,KDW,Kandy,Victoria Reservoir SPB
2329,GB,VLY,VLY,Anglesey,Anglesey
2330,BA,OMO,OMO,Mostar,Mostar
2331,US,PGD,PGD,Punta Gorda,Punta Gorda
2332,CA,YQB,YQB,Quebec City,Québec City Jean Lesage International
2333,US,DEN,DEN,Denver,Denver International
2334,CA,YOH,YOH,"Oxford House, Manitoba",Oxford House
2335,AU,LRE,LRE,Longreach,Longreach
2336,AF,FAH,FAH,Farah,Farah
2337,AE,AUH,AUH,Abu Dhabi,Abu Dhabi International
2338,FR,PIS,PIS,Poitiers,Poitiers–Biard
2339,ES,RGS,RGS,Burgos,Burgos Airport
2340,DE,SCN,SCN,Saarbrücken,Saarbrücken
2341,WF,WLS,WLS,Wallis Island,Hihifo
2342,TH,BFV,BFV,Buriram Province,Buriram
2343,ID,WNI,WNI,Wangi-wangi Island,Matahora
2344,US,ELD,ELD,El Dorado,South Arkansas Regional Airport at Goodwin Field
2345,PE,PIO,PIO,Pisco,Capitán FAP Renán Elías Olivera
2346,US,BGR,BGR,Bangor,Bangor International
2347,IQ,BGW,BGW,Baghdad,Baghdad International
2348,FR,CFE,CFE,Clermont-Ferrand,Clermont-Ferrand Auvergne
2349,ET,ADD,ADD,Addis Ababa,Addis Ababa Bole International
2350,ES,MAD,MAD,Madrid,Adolfo Suárez Madrid–Barajas
2351,EC,UIO,UIO,Quito,Mariscal Sucre International
2352,SA,MED,MED,Medina,Prince Mohammad bin Abdulaziz
2353,GB,BHX,BHX,Birmingham,Birmingham
2354,CA,YGK,YGK,Kingston,Kingston/Norman Rogers
2355,SB,MUA,MUA,Munda,Munda
2356,IN,AMD,AMD,Ahmedabad,Sardar Vallabhbhai Patel International
2357,ES,TFS,TCI,Tenerife,Tenerife–South
2358,FJ,VBV,VBV,Vanua Balavu,Vanuabalavu
2359,LR,ROB,MLW,Monrovia,Roberts International
2360,AL,TIA,TIA,Tirana,Tirana International Airport Nënë Tereza
2361,US,MSN,MSN,Madison,Dane County Regional
2362,ZA,CPT,CPT,Cape Town,Cape Town International
2363,CA,YGW,YGW,Kuujjuarapik,Kuujjuarapik
2364,MY,KUD,KUD,Kudat,Kudat
2365,CA,YXN,YXN,"Whale Cove, Nunavut",Whale Cove
2366,TN,MIR,MIR,Monastir,Monastir Habib Bourguiba International
2367,US,SBY,SBY,Ocean City,Salisbury–Ocean City–Wicomico Regional
2368,CN,AKU,AKU,Aksu City,Aksu
2369,US,DAB,DAB,Daytona Beach,Daytona Beach International
2370,JP,TTJ,TTJ,Tottori,Tottori
2371,TR,EZS,EZS,Elazığ,Elazığ
2372,RU,NOZ,NOZ,Novokuznetsk,Spichenkovo
2373,MX,OAX,OAX,Oaxaca,Oaxaca International
2374,US,JBR,JBR,Jonesboro,Jonesboro Municipal
2375,MX,CTM,CTM,Chetumal,Chetumal International
2376,GB,LCY,LON,London,London City
2377,RO,CLJ,CLJ,Cluj-Napoca,Cluj International
2378,NZ,CHT,CHT,Waitangi,Chatham Islands-Tuuta Airport
2379,AR,RES,RES,Resistencia,Resistencia International
2380,NC,GEA,NOU,Nouméa,Nouméa Magenta
2381,MX,CUN,CUN,Cancún,Cancún International
2382,NG,QUO,QUO,Uyo,Akwa Ibom
2383,EC,SCY,SCY,San Cristóbal Island,San Cristóbal
2384,ID,TJS,TJS,Tanjung Selor,Tanjung Harapan
2385,RS,BEG,BEG,Belgrade,Belgrade Nikola Tesla
2386,US,UNK,UNK,Unalakleet,Unalakleet
2387,DE,KSF,KSF,Kassel,Kassel
2388,SA,RAH,RAH,Rafha,Rafha Domestic
2389,RU,JOK,JOK,Yoshkar-Ola,Yoshkar-Ola
2390,NC,LIF,LIF,Lifou Island,Ouanaham
2391,AU,PLO,PLO,Port Lincoln,Port Lincoln
2392,US,GRN,GRN,Gordon,Gordon Municipal
2393,GB,WRY,WRY,Westray,Westray
2394,US,TUS,TUS,Tucson,Tucson International
2395,US,CSG,CSG,Columbus,Columbus Metropolitan
2396,CD,FBM,FBM,Lubumbashi,Lubumbashi International
2397,KH,KOS,KOS,Sihanoukville Province,Sihanoukville International
2398,UZ,SKD,SKD,Samarkand,Samarkand International
2399,PH,TBH,TBH,Tablas Island,Tugdan
2400,NO,MOL,MOL,Molde,"Molde Airport, Årø"
2401,CN,YNZ,YNZ,Yancheng,Yancheng Nanyang International
2402,PH,CYZ,CYZ,"Cauayan, Isabela",Cauayan
2403,JP,CTS,SPK,Sapporo,New Chitose
2404,GB,SYY,SYY,Stornoway,Stornoway
2405,US,SAT,SAT,San Antonio,San Antonio International
2406,AO,VPE,VPE,Ondjiva,Ondjiva Pereira
2407,GR,KGS,KGS,Kos,Kos Island International
2408,NP,BDP,BDP,"Bhadrapur, Mechi",Bhadrapur
2409,PE,TCQ,TCQ,Tacna,Coronel FAP Carlos Ciriani Santa Rosa International
2410,KM,AJN,AJN,Anjouan,Ouani
2411,FR,CCF,CCF,Carcassonne,Carcassonne
2412,GB,LHR,LON,London,Heathrow
2413,RU,GDZ,GDZ,Gelendzhik,Gelendzhik
2414,PA,BLB,PTY,Panama City,Panamá Pacífico International Airport
2415,MZ,MNC,MNC,Nacala,Nacala
2416,BR,MII,MII,Marília,Marília
2417,RO,BCM,BCM,Bacău,George Enescu International
2418,AU,BNE,BNE,Brisbane,Brisbane
2419,RU,TGP,TGP,Podkamennaya Tunguska,Podkamennaya Tunguska
2420,RU,VOG,VOG,Volgograd,Volgograd International
2421,ID,MEQ,MEQ,Meulaboh,Cut Nyak Dhien
2422,RU,STW,STW,Stavropol,Stavropol Shpakovskoye
2423,NL,AMS,AMS,Amsterdam,Amsterdam Airport Schiphol
2424,GB,PIK,GLA,Glasgow,Glasgow Prestwick
2425,NO,ALF,ALF,Alta,Alta
